securityname,first_in_portfolio,issuer_type,weight,price: 20221231,price: 20220930,price: 20220630,price: 20220331,price: 20211231,held_directly_or_through,held_by_that_many_active_funds,held_by_that_many_passive_funds,held_by_that_many_brands,issuer,issueAmount,total_usd_issuer_debt_amount,mean_issuer_issue_size,issuer_issue_count,marketvalue,holdingpercOfDeal,issue_date,RegistrationType,holdingType,debtType,debtRankType,primarySector,mortgageType,cmoClassType,cmoType,collateralType,crt,original_coupon_rate,effectiveduration,effectivematurity,maturitydate,modifiedduration,numberofshares,ratinganalytics_ratinglevel,yieldtomaturity,last_reported_factor,last_reported_factor_as_of_date,cmooriginaldealamount,state,country_of_risk,currency,em_dev,NAICSClassification,industry,muniSecurityType,muniUseOfProceeds,GreenBondIndicator,green_bond_third_party,convertible_indicator,conditional_conversion_indicator,conversion_feature_type,convertible_initiator,conversion_option_type,conversion_timing_type,convert_frequency_type,cusip,isin,apexid,bucket
American Express Company 4.05%,20220630,Corporation,0.37,95.44,92.14,98.12,,,held_directly,300,95,81,American Express Company,," $5,950,000,000 "," $743,750,000 ", $8 ," $3,531,365.46 ",,2022-05-03,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,5.42,6.34,2029-05-03,5.50," 3,699,965 ",A,4.9352,,,,NY,US,USD,DEV,Consumer Lending,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,025816CW7,US025816CW76,451883680,bucket_51_max
GW B-Credit Security Corporation 9.5%,20191231,Corporation,0.03,96.46,87.85,91.59,102.67,107.14,High Yield Bond Portfolio,295,36,81,GW B-Credit Security Corporation,,,,," $265,200.83 ",,2019-10-30,Exempt Issue,Bond - Corporate Bond,,,Consumer Cyclical,,,,,NA,,2.98,4.84,2027-11-01,3.77," 274,933 ",Below B,10.4845,,,,QC,CA,USD,DEV,Coin-Operated Laundries and Drycleaners,Personal and Laundry Service,,,,,NA,NA,,,,,,36257BAA7,US36257BAA70,269436648,bucket_51_max
Ziggo Bond Company B.V. 6%,20180630,Corporation,0.06,93.2,83.61,88.62,100.8,103.1,High Yield Bond Portfolio,382,30,81,Ziggo Bond Company B.V.,," $5,750,104,078 "," $638,900,453 ", $9 ," $559,500.55 ",,2016-09-23,Exempt Issue,Bond - Corporate Bond,,,Industrials,,,,,NA,,3.23,4.04,2027-01-15,3.49," 600,322 ",B,8.0495,,,,,NL,USD,DEV,Offices of Other Holding Companies,Management of Companies and Enterprises,,,,,NA,NA,,,,,,98954UAB9,US98954UAB98,108088282,bucket_51_max
"Amazon.com, Inc. 2.7%",20220630,Corporation,0.44,60.71,59.3,67.98,82.89,96.18,held_directly,346,123,82,"Amazon.com, Inc.",," $45,000,000,000 "," $2,500,000,000 ", $18 ," $4,177,112.75 ",,2020-06-03,SEC Registered,Bond - Corporate Bond,,,Consumer Cyclical,,,,,NA,,19.26,37.43,2060-06-03,19.02," 6,879,930 ",AA,5.0871,,,,DE,US,USD,DEV,Electronic Shopping and Mail-Order Houses,Nonstore Retailer,,,,,NA,NA,,,,,,023135BU9,US023135BU94,316300183,bucket_51_max
"Catalent Pharma Solutions, Inc. 3.5%",20210930,Corporation,0.02,79.09,78.78,81.72,91.45,99.23,High Yield Bond Portfolio,365,34,82,"Catalent Pharma Solutions, Inc.",," $1,700,809,239 "," $425,202,310 ", $4 ," $165,305.94 ",,2021-09-29,Exempt Issue,Bond - Corporate Bond,,,Healthcare,,,,,NA,,6.05,7.25,2030-04-01,6.12," 209,019 ",BB,7.2846,,,,DE,US,USD,DEV,Pharmaceutical Preparation Manufacturing,Chemical Manufacturing,,,,,NA,NA,,,,,,14879EAK4,US14879EAK47,407790906,bucket_51_max
AssuredPartners Inc 5.625%,20201231,Corporation,0.04,82.43,77.85,80.19,92.23,97.83,High Yield Bond Portfolio,387,26,82,AssuredPartners Inc," $550,000,000 "," $1,100,000,000 "," $550,000,000 ", $2 ," $348,612.52 ",0.08,2020-12-10,Exempt Issue,Bond - Corporate Bond,Note,Senior,Financial Services,,,,,NA,5.625,4.72,6.04,2029-01-15,4.87," 422,899 ",Below B,9.5459,,,,DE,US,USD,DEV,Insurance Agencies and Brokerages,Insurance Carriers and Related Activities,,,,,No,NA,,,,,,04624VAB5,US04624VAB53,353407509,bucket_51_max
MPLX LP 4%,20210930,Master Limited Partnership,0.31,93.19,91.26,95.09,101.92,108.8,held_directly,323,105,82,MPLX LP,," $11,131,789,000 "," $530,085,190 ", $21 ," $2,972,745.81 ",,2018-02-08,SEC Registered,Bond - Corporate Bond,,,Industrials,,,,,NA,,4.49,5.21,2028-03-15,4.61," 3,189,994 ",BBB,5.5626,,,,DE,US,USD,DEV,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and","Professional, Scientific, and Technical Services",,,,,NA,NA,,,,,,55336VAR1,US55336VAR15,161683336,bucket_51_max
Targa Resources Partners LP/Targa Resources Finance Corp. 5%,20181231,Limited Partnership,0.02,95.56,92.72,95.35,101.5,105.16,High Yield Bond Portfolio,310,54,82,Targa Resources Partners LP/Targa Resources Finance Corp.,," $14,105,100,000 "," $783,616,667 ", $18 ," $213,671.42 ",,2018-10-17,SEC Registered,Bond - Corporate Bond,,,Energy,,,,,NA,,3.65,5.04,2028-01-15,4.37," 223,602 ",BB,6.0732,,,,DE,US,USD,DEV,Support Activities for Oil and Gas Operations,Support Activities for Mining,,,,,NA,NA,,,,,,87612BBG6,US87612BBG68,143676211,bucket_51_max
Morgan Stanley 3.875%,20190630,Corporation,0.27,96.92,95.45,98.64,101.99,108.26,held_directly,331,125,82,Morgan Stanley,," $22,253,336,428 "," $117,122,823 ", $190 ," $2,568,325.99 ",,2016-01-27,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,2.80,3.08,2026-01-27,2.85," 2,650,026 ",A,5.009,,,,DE,US,USD,DEV,Investment Advice,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",,,,,NA,NA,,,,,,61746BDZ6,US61746BDZ67,85697866,bucket_51_max
Bank of America Corporation 3.95%,20180630,Corporation,0.22,97.41,96.51,98.76,101.98,107.04,held_directly,370,135,82,Bank of America Corporation,," $23,200,075,786 "," $66,475,862 ", $349 ," $2,045,560.16 ",,2015-04-21,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,2.15,2.31,2025-04-21,2.17," 2,099,977 ",A,5.1938,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,06051GFP9,US06051GFP90,66236772,bucket_51_max
JPMorgan Chase & Co. 3.875%,20180630,Corporation,0.78,97.95,97.88,99.91,102.21,106.16,held_directly,406,142,82,JPMorgan Chase & Co.," $3,000,000,000 "," $214,878,074,401 "," $147,784,095 "," $1,454 "," $7,346,439.70 ",0.25,2014-09-10,SEC Registered,Bond - Corporate Bond,Note,Subordinated,Financial Services,,,,,NA,3.875,1.60,1.70,2024-09-10,1.62," 7,499,989 ",A,5.1901,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,No,NA,,,,,,46625HJY7,US46625HJY71,52423937,bucket_51_max
Apple Inc. 1.65%,20220630,Corporation,0.50,81.9,80.66,84.85,90.77,97.47,held_directly,367,125,83,Apple Inc.,," $9,377,000,000 "," $1,875,400,000 ", $5 ," $4,770,924.02 ",,2020-05-11,SEC Registered,Bond - Corporate Bond,,,Technology,,,,,NA,,6.69,7.36,2030-05-11,6.75," 5,824,955 ",AA,4.6132,,,,CA,US,USD,DEV,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Computer and Electronic Product Manufacturing,,,,,NA,NA,,,,,,037833DU1,US037833DU14,311608379,bucket_51_max
NCR Corporation 6.125%,20200630,Corporation,0.02,93.67,86.27,86.62,100.47,107.28,High Yield Bond Portfolio,291,33,83,NCR Corporation," $500,000,000 "," $7,100,000,000 "," $645,454,545 ", $11 ," $161,632.23 ",0.03,2019-08-21,Exempt Issue,Bond - Corporate Bond,Note,Senior,Technology,,,,,NA,6.125,4.66,6.67,2029-09-01,5.34," 172,562 ",B,7.3728,,,,MD,US,USD,DEV,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Computer and Electronic Product Manufacturing,,,,,No,NA,,,,,,62886EAV0,US62886EAV02,254722395,bucket_51_max
Syneos Health Inc 3.625%,20201231,Corporation,0.02,79.77,79.74,84.81,92.56,98.89,High Yield Bond Portfolio,302,28,83,Syneos Health Inc," $600,000,000 "," $1,800,000,000 "," $600,000,000 ", $3 ," $195,813.74 ",0.04,2020-11-24,Exempt Issue,Bond - Corporate Bond,Note,Senior,Industrials,,,,,NA,3.625,5.06,6.04,2029-01-15,5.09," 245,476 ",B,7.7363,,,,DE,US,USD,DEV,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and","Professional, Scientific, and Technical Services",,,,,No,NA,,,,,,87166BAA0,US87166BAA08,350831572,bucket_51_max
SRS Distribution Inc. 6.125%,20210630,Corporation,0.02,80.98,80.51,79.04,92.37,101.39,High Yield Bond Portfolio,400,23,83,SRS Distribution Inc.,," $1,550,000,000 "," $516,666,667 ", $3 ," $224,378.38 ",,2021-06-04,Exempt Issue,Bond - Corporate Bond,,,Basic Materials,,,,,NA,,4.88,6.50,2029-07-01,5.06," 277,072 ",Below B,10.2286,,,,DE,US,USD,DEV,"Roofing, Siding, and Insulation Material Merchant Wholesalers","Merchant Wholesalers, Durable Good",,,,,NA,NA,,,,,,78471RAC0,US78471RAC07,381740045,bucket_51_max
Garda World Security Corporation 6%,20210630,Corporation,0.06,81.38,73.51,77.03,90.02,96.25,High Yield Bond Portfolio,326,29,83,Garda World Security Corporation,," $1,125,000,000 "," $375,000,000 ", $3 ," $543,956.11 ",,2021-06-01,Exempt Issue,Bond - Corporate Bond,,,Industrials,,,,,NA,,5.01,6.42,2029-06-01,5.04," 668,375 ",Below B,10.0282,,,,QC,CA,USD,DEV,Armored Car Services,Administrative and Support Services,,,,,NA,NA,,,,,,36485MAL3,US36485MAL37,380764287,bucket_51_max
United Wholesale Mortgage LLC 5.5%,20210331,Limited Partnership,0.02,79.7,76.2,76.75,89.31,98.14,High Yield Bond Portfolio,330,34,83,United Wholesale Mortgage LLC,," $1,500,000,000 "," $500,000,000 ", $3 ," $232,434.23 ",,2021-04-07,Exempt Issue,Bond - Corporate Bond,,,Financial Services,,,,,NA,,4.96,6.29,2029-04-15,5.02," 291,655 ",BB,9.9474,,,,DE,US,USD,DEV,Other Activities Related to Credit Intermediation,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,913229AA8,US913229AA80,373475953,bucket_51_max
Element Solutions Inc 3.875%,20200930,Corporation,0.02,85.16,80.73,82.67,93.56,100.64,High Yield Bond Portfolio,372,29,83,Element Solutions Inc,," $1,894,046,917 "," $473,511,729 ", $4 ," $188,349.60 ",,2020-08-18,Exempt Issue,Bond - Corporate Bond,,,Basic Materials,,,,,NA,,4.79,5.67,2028-09-01,4.92," 221,171 ",BB,7.1367,,,,DE,US,USD,DEV,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Chemical Manufacturing,,,,,NA,NA,,,,,,28618MAA4,US28618MAA45,327197357,bucket_51_max
Match Group Holdings II LLC 5%,20180630,Corporation,0.01,92.17,89.41,92.87,99.69,104.14,High Yield Bond Portfolio,367,23,83,Match Group Holdings II LLC,," $400,000,000 "," $400,000,000 ", $1 ," $67,205.98 ",,2017-12-04,Exempt Issue,Bond - Corporate Bond,,,Technology,,,,,NA,,4.02,4.96,2027-12-15,4.28," 72,914 ",BB,6.9334,,,,DE,US,USD,DEV,Custom Computer Programming Services,"Professional, Scientific, and Technical Services",,,,,NA,NA,,,,,,57665RAG1,US57665RAG11,147249658,bucket_51_max
CDW LLC / CDW Finance Corp 2.67%,20211231,Corporation,0.13,88.97,86.92,89.28,94.44,102,held_directly,361,108,83,CDW LLC / CDW Finance Corp,," $1,125,000,000 "," $562,500,000 ", $2 ," $1,218,840.92 ",,2021-12-01,SEC Registered,Bond - Corporate Bond,,,Technology,,,,,NA,,3.61,3.92,2026-12-01,3.63," 1,369,957 ",BBB,5.9182,,,,DE,US,USD,DEV,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,"Merchant Wholesalers, Durable Good",,,,,NA,NA,,,,,,12513GBG3,US12513GBG38,420773444,bucket_51_max
Duke Energy Corp 2.65%,20180630,Corporation,0.12,92.49,90.81,93.84,97.47,103.75,held_directly,308,114,83,Duke Energy Corp,,,,," $1,119,131.33 ",,2016-08-12,SEC Registered,Bond - Corporate Bond,,,Utilities,,,,,NA,,3.36,3.67,2026-09-01,3.43," 1,209,958 ",BBB,4.951,,,,DE,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,NA,NA,,,,,,26441CAS4,US26441CAS44,102653098,bucket_51_max
"Amerigas Partners, L.P./Amerigas Finance Corp. 5.875%",20180630,Limited Partnership,0.02,95.13,90.76,93.46,99.88,111.35,High Yield Bond Portfolio,219,37,83,"Amerigas Partners, L.P./Amerigas Finance Corp."," $675,000,000 "," $2,575,000,000 "," $643,750,000 ", $4 ," $157,215.56 ",0.02,2016-06-27,SEC Registered,Bond - Corporate Bond,Note,Senior,Consumer Cyclical,,,,,NA,5.875,3.09,3.64,2026-08-20,3.20," 165,271 ",BB,7.4756,,,,DE,US,USD,DEV,Fuel Dealers,Nonstore Retailer,,,,,No,NA,,,,,,030981AJ3,US030981AJ33,98902113,bucket_51_max
Enviva Inc 6.5%,20191231,Corporation,0.03,94.34,94.7,96.75,102.98,103.37,High Yield Bond Portfolio,364,32,83,Enviva Inc,,,,," $330,183.39 ",,2019-12-09,Exempt Issue,Bond - Corporate Bond,,,Basic Materials,,,,,NA,,2.51,3.04,2026-01-15,2.68," 349,986 ",B,8.7159,,,,DE,US,USD,DEV,Wood Container and Pallet Manufacturing,Wood Product Manufacturing,,,,,NA,NA,,,,,,29413XAD9,US29413XAD93,275958715,bucket_51_max
Verizon Communications Inc. 4.5%,20180630,Corporation,0.20,93.89,90.28,97.63,107.56,117.8,held_directly,375,113,84,Verizon Communications Inc.,," $253,353,115,178 "," $931,445,276 ", $272 ," $1,877,832.36 ",,2017-08-10,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,8.07,10.61,2033-08-10,8.25," 2,000,005 ",BBB,5.2996,,,,NY,US,USD,DEV,Telecommunications Resellers,Telecommunications,,,,,NA,NA,,,,,,92343VEA8,US92343VEA89,137653063,bucket_51_max
"Sinclair Television Group, Inc. 4.125%",20210930,Corporation,0.01,75.1,75.41,79.45,89.35,94.78,High Yield Bond Portfolio,289,34,84,"Sinclair Television Group, Inc.",," $3,250,000,000 "," $464,285,714 ", $7 ," $52,935.10 ",,2020-12-04,Exempt Issue,Bond - Corporate Bond,,,Consumer Cyclical,,,,,NA,,6.33,7.92,2030-12-01,6.36," 70,483 ",BB,8.5373,,,,MD,US,USD,DEV,Television Broadcasting,Broadcasting (except Internet),,,,,NA,NA,,,,,,829259BA7,US829259BA72,351112003,bucket_51_max
Crown Castle Inc. 3.8%,20180630,REIT,0.28,93.11,90.65,94.44,100.08,108.67,held_directly,388,116,84,Crown Castle Inc.," $1,000,000,000 "," $21,349,870,000 "," $853,994,800 ", $25 ," $2,602,477.00 ",0.28,2018-01-16,SEC Registered,Bond - Corporate Bond,Note,Senior,Real Estate,,,,,NA,3.8,4.44,5.13,2028-02-15,4.56," 2,794,950 ",BBB,5.3948,,,,DE,US,USD,DEV,Lessors of Residential Buildings and Dwellings,Real Estate,,,,,No,NA,,,,,,22822VAK7,US22822VAK70,157029399,bucket_51_max
"LifePoint Health, Inc 5.375%",20201231,Corporation,0.03,56.64,69.91,73.64,94.69,99.39,High Yield Bond Portfolio,294,29,84,"LifePoint Health, Inc"," $500,000,000 "," $2,000,000,000 "," $500,000,000 ", $4 ," $243,677.16 ",0.09,2020-12-04,Exempt Issue,Bond - Corporate Bond,Note,Senior,Healthcare,,,,,NA,5.375,4.35,6.04,2029-01-15,4.52," 430,191 ",Below B,17.2399,,,,DE,US,USD,DEV,General Medical and Surgical Hospitals,Hospitals,,,,,No,NA,,,,,,53219LAU3,US53219LAU35,352732476,bucket_51_max
Bausch Health Companies Inc 6.25%,20200630,Corporation,0.04,48.31,37.52,53.5,82.16,95.95,High Yield Bond Portfolio,277,21,84,Bausch Health Companies Inc,," $36,719,969,523 "," $1,669,089,524 ", $22 ," $356,914.81 ",,2020-05-26,Exempt Issue,Bond - Corporate Bond,,,Healthcare,,,,,NA,,4.04,6.13,2029-02-15,4.20," 738,858 ",Below B,22.0844,,,,QC,CA,USD,DEV,Pharmaceutical Preparation Manufacturing,Chemical Manufacturing,,,,,NA,NA,,,,,,071734AK3,US071734AK34,312800674,bucket_51_max
NCR Corporation 5.75%,20190930,Corporation,0.01,95.85,90.85,88.88,100.13,104.6,High Yield Bond Portfolio,293,37,84,NCR Corporation,," $7,100,000,000 "," $645,454,545 ", $11 ," $90,851.67 ",,2019-08-21,Exempt Issue,Bond - Corporate Bond,,,Technology,,,,,NA,,3.21,4.67,2027-09-01,4.01," 94,788 ",B,6.8405,,,,MD,US,USD,DEV,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Computer and Electronic Product Manufacturing,,,,,NA,NA,,,,,,62886EAU2,US62886EAU29,254722392,bucket_51_max
Bayer US Finance II LLC 4.25%,20180630,Corporation,0.07,97,95.79,98.86,101.8,108.27,held_directly,385,27,84,Bayer US Finance II LLC," $2,500,000,000 "," $39,839,058,000 "," $1,532,271,462 ", $26 ," $708,089.43 ",0.03,2018-06-25,Exempt Issue,Bond - Corporate Bond,Note,Unsubordinated,Industrials,,,,,NA,4.25,2.68,2.96,2025-12-15,2.73," 729,966 ",BBB,5.3998,,,,DE,US,USD,DEV,All Other Business Support Services,Administrative and Support Services,,,,,No,NA,,,,,,07274NAJ2,US07274NAJ28,181642610,bucket_51_max
Vodafone Group PLC 4.125%,20180630,Corporation,0.12,98.5,98.23,100.51,103.07,108.2,held_directly,372,140,84,Vodafone Group PLC,,,,," $1,117,996.12 ",,2018-05-30,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,2.26,2.41,2025-05-30,2.27," 1,135,015 ",BBB,4.8295,,,,,GB,USD,DEV,Wireless Telecommunications Carriers (except Satellite),Telecommunications,,,,,NA,NA,,,,,,92857WBJ8,US92857WBJ80,178212886,bucket_51_max
Spectrum Management Holding Company LLC 5.5%,20180630,Corporation,0.12,83.36,78.72,87.46,104.07,121.1,held_directly,505,98,85,Spectrum Management Holding Company LLC,," $4,500,000,000 "," $1,500,000,000 ", $3 ," $1,092,075.41 ",,2011-09-12,SEC Registered,Bond - Corporate Bond,,,Communication Services,,,,,NA,,10.68,18.67,2041-09-01,10.80," 1,310,029 ",BBB,7.1658,,,,DE,US,USD,DEV,Cable and Other Subscription Programming,Broadcasting (except Internet),,,,,NA,NA,,,,,,88732JBB3,US88732JBB35,9621320,bucket_51_max
Oracle Corporation 6.15%,20221231,Corporation,0.19,104.03,,,,,held_directly,395,93,85,Oracle Corporation,,,,," $1,758,161.94 ",,2022-11-09,SEC Registered,Bond - Corporate Bond,,,Technology,,,,,NA,,5.49,6.86,2029-11-09,5.57," 1,690,000 ",BBB,5.477,,,,DE,US,USD,DEV,Software Publishers,Publishing Industries (except Internet),,,,,NA,NA,,,,,,68389XCH6,US68389XCH61,486852214,bucket_51_max
Elastic NV 4.125%,20210630,Corporation,0.03,80.9,79.12,83.6,93.12,98.41,High Yield Bond Portfolio,396,26,85,Elastic NV," $575,000,000 "," $1,725,000,000 "," $575,000,000 ", $3 ," $314,588.42 ",0.07,2021-07-06,Exempt Issue,Bond - Corporate Bond,Note,Senior,Technology,,,,,NA,4.125,5.35,6.54,2029-07-15,5.48," 388,873 ",B,7.9513,,,,,NL,USD,DEV,Computer Systems Design Services,"Professional, Scientific, and Technical Services",,,,,No,NA,,,,,,28415LAA1,US28415LAA17,391639597,bucket_51_max
Community Health Systems Incorporated 6.125%,20210630,Corporation,0.02,49.71,47.38,61.25,93.25,99.15,High Yield Bond Portfolio,390,31,85,Community Health Systems Incorporated," $1,440,000,000 "," $34,130,002,000 "," $1,483,913,130 ", $23 ," $166,713.03 ",0.02,2021-05-19,Exempt Issue,Bond - Corporate Bond,Note,Junior,Healthcare,,,,,NA,6.125,4.73,7.25,2030-04-01,4.83," 335,403 ",Below B,19.3516,,,,DE,US,USD,DEV,Nursing Care Facilities (Skilled Nursing Facilities),Nursing and Residential Care Facilities,,,,,No,NA,,,,,,12543DBL3,US12543DBL38,378943723,bucket_51_max
Ford Motor Credit Company LLC 4.389%,20200630,Corporation,0.02,93.38,90.67,92.37,99.87,107.86,High Yield Bond Portfolio,335,36,85,Ford Motor Credit Company LLC,," $2,685,064,281 "," $26,584,795 ", $101 ," $163,400.39 ",,2016-01-08,SEC Registered,Bond - Corporate Bond,,,Financial Services,,,,,NA,,2.69,3.02,2026-01-08,2.76," 174,993 ",BB,6.9415,,,,DE,US,USD,DEV,All Other Nondepository Credit Intermediation,Credit Intermediation and Related Activities,,,,,NA,NA,,,,,,345397XU2,US345397XU23,84221922,bucket_51_max
"American Electric Power Co, Inc. 2.031%",20220331,Corporation,0.11,96.47,95.77,96.8,98.34,104.32,held_directly,298,80,85,"American Electric Power Co, Inc."," $805,000,000 "," $1,905,000,000 "," $635,000,000 ", $3 ," $1,065,965.50 ",0.14,2019-03-19,SEC Registered,Bond - Corporate Bond,Debenture - Unsecured,Junior Subordinated,Utilities,,,,,NA,3.4,1.17,1.21,2024-03-15,1.17," 1,105,026 ",BBB,5.1273,,,,OH,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,No,NA,,,,,,025537AK7,US025537AK70,189458488,bucket_51_max
Targa Resources Co 4.2%,20220630,Corporation,0.21,86.32,83.44,90.71,101.05,,held_directly,479,85,86,Targa Resources Co,,,,," $2,015,571.61 ",,2022-04-06,SEC Registered,Bond - Corporate Bond,,,Energy,,,,,NA,,7.73,10.09,2033-02-01,7.92," 2,334,971 ",BBB,6.071,,,,,US,USD,DEV,Support Activities for Oil and Gas Operations,Support Activities for Mining,,,,,NA,NA,,,,,,87612GAA9,US87612GAA94,444983442,bucket_51_max
Embecta Corp. 5%,20220630,Corporation,0.01,84.77,85.98,84.1,94.44,,High Yield Bond Portfolio,323,22,86,Embecta Corp.," $500,000,000 "," $1,400,000,000 "," $350,000,000 ", $4 ," $111,258.66 ",0.03,2022-02-10,Exempt Issue,Bond - Corporate Bond,Note,Senior Secured,Healthcare,,,,,NA,5,5.54,7.13,2030-02-15,5.75," 131,245 ",B,7.8574,,,,DE,US,USD,DEV,Surgical and Medical Instrument Manufacturing,Miscellaneous Manufacturing,,,,,No,NA,,,,,,29082KAA3,US29082KAA34,432542540,bucket_51_max
Bellring Brands Inc. 7%,20220630,Corporation,0.03,96.35,91.68,94.39,102.25,,High Yield Bond Portfolio,444,20,86,Bellring Brands Inc.,,,,," $248,231.28 ",,2022-03-10,Exempt Issue,Bond - Corporate Bond,,,Industrials,,,,,NA,,4.84,7.21,2030-03-15,5.54," 257,628 ",B,7.689,,,,DE,US,USD,DEV,Food Product Machinery Manufacturing,Machinery Manufacturing,,,,,NA,NA,,,,,,07831CAA1,US07831CAA18,438118997,bucket_51_max
Rockcliff Energy II LLC 5.5%,20210930,Limited Partnership,0.02,91.62,87.79,91.14,100.26,102.67,High Yield Bond Portfolio,253,20,86,Rockcliff Energy II LLC,,,,," $180,374.36 ",,2021-10-04,Exempt Issue,Bond - Corporate Bond,,,Energy,,,,,NA,,4.92,6.79,2029-10-15,5.51," 196,867 ",B,7.0977,,,,DE,US,USD,DEV,Crude Petroleum Extraction,Oil and Gas Extraction,,,,,NA,NA,,,,,,77289KAA3,US77289KAA34,409755621,bucket_51_max
Citigroup Inc. 3.52%,20180630,Corporation,0.58,91.4,89.39,93.52,99.2,107.31,held_directly,359,102,86,Citigroup Inc.," $2,250,000,000 "," $184,072,858,362 "," $148,805,868 "," $1,237 "," $5,484,311.12 ",0.27,2017-10-27,SEC Registered,Bond - Corporate Bond,Note,Senior,Financial Services,,,,,NA,3.52,4.28,4.82,2028-10-27,4.31," 6,000,030 ",A,5.5795,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,No,NA,,,,,,172967LS8,US172967LS86,144893250,bucket_51_max
Citigroup Inc. 3.4%,20180630,Corporation,0.19,94.9,93.34,96.76,100.87,107.47,held_directly,300,103,86,Citigroup Inc.," $2,000,000,000 "," $184,072,858,362 "," $148,805,868 "," $1,237 "," $1,812,652.19 ",0.1,2016-05-02,SEC Registered,Bond - Corporate Bond,Note,Senior,Financial Services,,,,,NA,3.4,3.07,3.33,2026-05-01,3.10," 1,909,996 ",A,5.1201,,,,DE,US,USD,DEV,Commercial Banking,Credit Intermediation and Related Activities,,,,,No,NA,,,,,,172967KN0,US172967KN09,93550529,bucket_51_max
Duke Energy Corp 3.75%,20180630,Corporation,0.10,74.63,71.08,78.95,94.69,107.18,held_directly,317,110,87,Duke Energy Corp,,,,," $992,649.62 ",,2016-08-12,SEC Registered,Bond - Corporate Bond,,,Utilities,,,,,NA,,13.93,23.67,2046-09-01,14.08," 1,330,010 ",BBB,5.7601,,,,DE,US,USD,DEV,Other Electric Power Generation,Utilities,,,,,NA,NA,,,,,,26441CAT2,US26441CAT27,102653100,bucket_51_max
"Regeneron Pharmaceuticals, Inc. 1.75%",20200930,Corporation,0.11,77.46,75.83,80.27,86.91,93.9,held_directly,364,128,87,"Regeneron Pharmaceuticals, Inc.",,,,," $1,057,356.79 ",,2020-08-12,SEC Registered,Bond - Corporate Bond,,,Healthcare,,,,,NA,,6.91,7.71,2030-09-15,6.97," 1,365,005 ",BBB,5.3987,,,,NY,US,USD,DEV,Pharmaceutical Preparation Manufacturing,Chemical Manufacturing,,,,,NA,NA,,,,,,75886FAE7,US75886FAE79,327772282,bucket_51_max
